"FU","Survey","Year","Station","MidDeglong","MidDegLat","Density","Density_Adjusted","DoGm","m2","Count","Ground","DoGSource","Vessel"
2021,"CV140011",2014,207,-7.950886634,50.89204429,0.117336281,0.090258677,248.182891,178.9727772,21,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,208,-7.791431492,50.89187493,0.086543531,0.066571947,254.2073297,190.6554973,16.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,209,-7.635375177,50.89186433,0.280664402,0.215895694,269.5862227,185.2746542,52,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,210,-8.193899931,50.80416899,0.069907769,0.053775207,291.0705467,207.4161455,14.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,211,-8.034403181,50.80401526,0.481152856,0.370117581,274.3410923,205.7558192,99,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,212,-7.711548521,50.81080347,0.013125379,0.010096446,259.7067065,190.4706882,2.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,213,-8.593544942,50.71545896,0.058942438,0.045340337,289.3317127,212.0713076,12.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,214,-8.431902112,50.72236172,0.053112299,0.040855615,222.1133585,160.038261,8.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,215,-8.27892101,50.71956603,0.118615326,0.091242558,224.3706734,155.9663547,18.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,216,-8.105993879,50.72369161,0.355709568,0.273622745,319.0384018,223.4969399,79.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,217,-7.946120494,50.72518954,0.088769628,0.068284329,301.0072633,214.03717,19,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,218,-7.787191772,50.72364554,0.096100513,0.073923472,285.9045611,192.5067757,18.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,219,-7.64560453,50.71672646,0.0026229,0.002017616,254.1715524,190.6286643,0.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,220,-7.490033383,50.72257613,0.106019579,0.081553522,298.5423764,174.4960712,18.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,222,-8.354440958,50.62958512,0.003304881,0.002542216,201.7218265,151.2913699,0.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,223,-8.187596223,50.63447426,0.34124204,0.262493877,265.6960633,199.2720475,68,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,224,-7.874253998,50.63685697,0.383703099,0.29515623,261.7026856,170.7049024,65.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,225,-7.716418009,50.64083644,0.152407011,0.117236163,220.337081,127.9468695,19.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,226,-7.560537549,50.63349711,0.358472233,0.275747871,234.9596599,135.2963927,48.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,227,-7.415016848,50.63797299,0.308910004,0.23762308,300.3420127,168.3338166,52,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,228,-7.261088808,50.63307536,0.164895173,0.126842441,375.9964522,281.9973391,46.5,"Labadie","SHIP","Celtic Voyager"
2021,"CV140011",2014,229,-7.096746397,50.64196783,0,0,329.5001666,181.499775,0,"Labadie","SHIP","Celtic Voyager"
2021,"CV140011",2014,230,-8.420600598,50.55241326,0.361917269,0.2783979,268.9380739,201.7035554,73,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,231,-8.270593721,50.54769566,0,0,204.2903873,153.2177904,0,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,232,-7.952972368,50.54539645,0.494262897,0.380202229,264.3667315,198.2750486,98,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,233,-7.793862118,50.54714408,0.592910373,0.456084903,242.8697599,182.1523199,108,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,234,-7.644475709,50.54395533,0.677475604,0.52113508,163.3515157,122.5136367,83,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,235,-7.487935713,50.55152141,0.235449752,0.181115194,235.0112191,176.2584143,41.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,236,-7.327785921,50.54928522,0.219338739,0.168722107,234.0367848,175.5275886,38.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,237,-7.013347167,50.55230244,0.208473421,0.16036417,253.5497132,187.0742073,39,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,238,-8.664237447,50.46031253,0.106102214,0.081617088,263.8964713,197.9223535,21,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,239,-8.515481377,50.46110957,0.382768993,0.294437687,196.8114836,147.6086127,56.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,240,-8.201034981,50.46364435,0.26230902,0.201776169,243.9870347,182.990276,48,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,241,-8.035624165,50.46470538,0.512155469,0.393965745,269.4494317,202.0870738,103.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,242,-7.878651019,50.47041039,0.122200919,0.094000707,225.2966911,155.481646,19,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,243,-7.252484929,50.46245137,0.244735271,0.188257901,147.6667177,106.2372411,26,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,244,-9.071689888,50.37356869,0.00285197,0.002193823,233.7565579,175.3174184,0.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,245,-8.894395622,50.37217728,0.078799652,0.060615117,177.6657589,133.2493191,10.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,246,-8.750479654,50.37959857,0.202958616,0.156122012,223.3624482,167.5218362,34,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,247,-8.591884508,50.37436882,0.086298932,0.066383794,162.2268055,121.6701041,10.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,248,-8.424154936,50.3774245,0.225448005,0.173421542,275.0079781,206.2559835,46.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,249,-8.280198641,50.37233475,0.304112951,0.233933039,188.4160667,138.1065813,42,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,250,-8.120132007,50.37795238,0.756101366,0.581616436,239.2389393,179.4292045,135.6666667,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,251,-7.176623206,50.37567858,0.163176857,0.125520659,263.5268644,189.9779211,31,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,252,-7.01653587,50.3754458,0.269707123,0.207467018,323.1484192,237.2944372,64,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,253,-9.13772118,50.28990478,0.270326808,0.207943698,197.2920622,147.9690467,40,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,254,-8.9933566,50.28486948,0.063351043,0.048731571,263.0843305,197.3132478,12.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,255,-8.842987423,50.28677729,0.162190992,0.124762302,249.3630746,187.0223059,30.33333333,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,256,-8.682826394,50.28805744,0.403922182,0.31070937,234.3685764,175.7764323,71,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,257,-8.357563707,50.28764466,0.347419199,0.267245538,268.0626016,191.4114134,66.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,258,-8.202721582,50.29147532,0.389221856,0.299401427,186.6972926,140.0229695,54.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,259,-9.062032308,50.20170892,0.267392303,0.205686387,269.2672874,201.9504655,54,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,260,-8.74922,50.20645364,0.414985662,0.31921974,252.2175494,189.163162,78.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,261,-8.596895127,50.19926221,0.004164781,0.003203677,160.0724594,120.0543446,0.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,262,-8.443398984,50.20097449,0.421695735,0.324381335,179.441286,131.6114805,55.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,263,-8.285528951,50.20400836,0.514698617,0.395922013,161.9070472,121.4302854,62.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,264,-8.126867801,50.20431552,0.427425765,0.32878905,218.361505,163.7711288,70,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,265,-8.988759134,50.10601662,0.334592774,0.257379057,186.5093329,128.5144313,43,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,266,-8.83294531,50.12345053,0.523208076,0.402467751,214.0639742,160.5479806,84,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,267,-8.377856829,50.10867591,0.165041495,0.126954996,189.8512448,142.3884336,23.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,268,-8.225618757,50.10361891,0.347177507,0.267059621,240.0309112,180.0231834,62.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,270,-7.745429509,50.11414853,0.205169389,0.157822607,152.7193383,114.5395037,23.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,271,-7.432366017,50.11075689,0.279396176,0.214920136,257.6985876,193.2739407,54,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,272,-7.283585699,50.11131276,0.101660461,0.078200354,215.312183,157.3866567,16,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,274,-8.447551531,50.03396555,0.555571311,0.427362547,189.5946232,142.1959674,79,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,275,-8.288175341,50.02410385,0.177041122,0.136185479,233.5815325,172.2763593,30.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,276,-8.120038979,50.02662076,0.14749289,0.113456069,245.2083377,179.6696781,26.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,277,-7.971423394,50.02706227,0.196950081,0.151500062,220.0219121,165.0164341,32.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,278,-7.822245268,50.03011141,0.226833502,0.174487309,158.3562804,114.6215166,26,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,279,-7.67864401,50.03462901,0.500407951,0.384929193,177.1887645,132.8915734,66.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,280,-7.363075019,50.02738093,0.596669225,0.458976327,210.0549652,157.5412239,94,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,281,-8.991383067,49.94017084,0,0,219.7585273,138.4271873,0,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,282,-8.831620396,49.9392521,0.167474258,0.128826353,246.8040983,185.1030737,31,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,283,-8.684177063,49.93420319,0.129202596,0.099386612,264.6533322,178.0149991,23,"Labadie","SHIP","Celtic Voyager"
2021,"CV140011",2014,284,-8.525057722,49.9424285,0.163855213,0.126042472,292.6806923,176.9855192,29,"Labadie","SHIP","Celtic Voyager"
2021,"CV140011",2014,285,-8.219532953,49.93898047,0.373236672,0.287105133,176.8314983,132.6236237,49.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,286,-8.062961334,49.94161885,0,0,211.9631954,158.9723965,0,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,287,-7.898707051,49.94247176,0.423689281,0.325914831,237.5955004,178.1966253,75.5,"Labadie","USBL","Celtic Voyager"
